Title,Date,Year,Month,Month_Name,Day,Weekday,Series,Episode
El espectacular Hombre Araña: Final Curtain,2013-12-21,2013,12,December,21,Saturday,El espectacular Hombre Araña,Final Curtain
El espectacular Hombre Araña: Opening Night,2013-12-21,2013,12,December,21,Saturday,El espectacular Hombre Araña,Opening Night
El espectacular Hombre Araña: Subtext,2013-12-20,2013,12,December,20,Friday,El espectacular Hombre Araña,Subtext
El espectacular Hombre Araña: Gangland,2013-12-20,2013,12,December,20,Friday,El espectacular Hombre Araña,Gangland
Shrek 2,2013-12-20,2013,12,December,20,Friday,Shrek 2,
"Pocoyó: Temporada 1: Un día de lluvia / ¡Música, maestro! / Juego limpio / Riing riing",2013-12-20,2013,12,December,20,Friday,Pocoyó,"Temporada 1: Un día de lluvia / ¡Música, maestro! / Juego limpio / Riing riing"
El escuadrón de superhéroes: Temporada 2: Missing: Impossible!,2013-12-20,2013,12,December,20,Friday,El escuadrón de superhéroes,Temporada 2: Missing: Impossible!
El escuadrón de superhéroes: Temporada 1: This Al Dente Earth!,2013-12-20,2013,12,December,20,Friday,El escuadrón de superhéroes,Temporada 1: This Al Dente Earth!
V.R. Troopers: Temporada 2: La memoria de Galileo,2013-12-19,2013,12,December,19,Thursday,V.R. Troopers,Temporada 2: La memoria de Galileo
Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: El despertar,2013-12-19,2013,12,December,19,Thursday,Avatar,La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: El despertar
El escuadrón de superhéroes: Temporada 2: The Final Battle! ('Nuff Said!),2013-12-19,2013,12,December,19,Thursday,El escuadrón de superhéroes,Temporada 2: The Final Battle! ('Nuff Said!)
El escuadrón de superhéroes: Temporada 2: When Strikes the Surfer!,2013-12-19,2013,12,December,19,Thursday,El escuadrón de superhéroes,Temporada 2: When Strikes the Surfer!
El escuadrón de superhéroes: Temporada 2: Soul Stone Picnic!,2013-12-19,2013,12,December,19,Thursday,El escuadrón de superhéroes,Temporada 2: Soul Stone Picnic!
El escuadrón de superhéroes: Temporada 2: Revenge of the Baby Sat!,2013-12-19,2013,12,December,19,Thursday,El escuadrón de superhéroes,Temporada 2: Revenge of the Baby Sat!
Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: Sozin's Comet: Parte 3: Into the Inferno,2013-12-19,2013,12,December,19,Thursday,Avatar,La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: Sozin's Comet: Parte 3: Into the Inferno
Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: Los actores de la isla Ember,2013-12-18,2013,12,December,18,Wednesday,Avatar,La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: Los actores de la isla Ember
Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: Los invasores del sur,2013-12-18,2013,12,December,18,Wednesday,Avatar,La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: Los invasores del sur
Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: The Boiling Rock: Parte 2,2013-12-18,2013,12,December,18,Wednesday,Avatar,La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: The Boiling Rock: Parte 2
Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: The Boiling Rock: Parte 1,2013-12-18,2013,12,December,18,Wednesday,Avatar,La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: The Boiling Rock: Parte 1
Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: Los maestros del Fuego control,2013-12-18,2013,12,December,18,Wednesday,Avatar,La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: Los maestros del Fuego control
Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: El templo Aire del oeste,2013-12-18,2013,12,December,18,Wednesday,Avatar,La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: El templo Aire del oeste
Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: The Day of the Black Sun: Parte 1,2013-12-18,2013,12,December,18,Wednesday,Avatar,La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: The Day of the Black Sun: Parte 1
Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: Pesadillas y fantasías,2013-12-18,2013,12,December,18,Wednesday,Avatar,La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: Pesadillas y fantasías
Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: Trabajo duro,2013-12-18,2013,12,December,18,Wednesday,Avatar,La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: Trabajo duro
Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: Zuko solitario,2013-12-18,2013,12,December,18,Wednesday,Avatar,La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: Zuko solitario
Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: La bandida ciega,2013-12-18,2013,12,December,18,Wednesday,Avatar,La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: La bandida ciega
Historias de miedo: Volumen 1: Scared Shrekless,2013-12-18,2013,12,December,18,Wednesday,Historias de miedo,Volumen 1: Scared Shrekless
DreamWorks - Cuentos del pantano de Shrek: Volumen 1: Ídolo de muy muy lejos,2013-12-18,2013,12,December,18,Wednesday,DreamWorks - Cuentos del pantano de Shrek,Volumen 1: Ídolo de muy muy lejos
Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: Los planeadores,2013-12-16,2013,12,December,16,Monday,Avatar,La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: Los planeadores
Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: Sozin's Comet: Parte 2: The Old Masters,2013-12-12,2013,12,December,12,Thursday,Avatar,La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: Sozin's Comet: Parte 2: The Old Masters
Dora la exploradora: Temporada 1: La leyenda del gran pollo rojo,2013-12-10,2013,12,December,10,Tuesday,Dora la exploradora,Temporada 1: La leyenda del gran pollo rojo
Jingle Bells,2013-12-09,2013,12,December,9,Monday,Jingle Bells,
Go Diego Go!: Temporada 1: Chinta the Baby Chincilla,2013-12-06,2013,12,December,6,Friday,Go Diego Go!,Temporada 1: Chinta the Baby Chincilla
Bakugan: Battle Brawlers: Temporada 2: You Say You Want An Evolution,2013-12-05,2013,12,December,5,Thursday,Bakugan,Battle Brawlers: Temporada 2: You Say You Want An Evolution
"Bakugan: Battle Brawlers: Temporada 2: The Good, the Bad and the Bakugan",2013-12-05,2013,12,December,5,Thursday,Bakugan,"Battle Brawlers: Temporada 2: The Good, the Bad and the Bakugan"
Bakugan: Battle Brawlers: Temporada 2: Alice Gets Schooled,2013-12-04,2013,12,December,4,Wednesday,Bakugan,Battle Brawlers: Temporada 2: Alice Gets Schooled
Bakugan: Battle Brawlers: Temporada 2: A Fish Called Tayghen,2013-12-04,2013,12,December,4,Wednesday,Bakugan,Battle Brawlers: Temporada 2: A Fish Called Tayghen
Bakugan: Battle Brawlers: Temporada 2: Showdown in Wardington,2013-12-04,2013,12,December,4,Wednesday,Bakugan,Battle Brawlers: Temporada 2: Showdown in Wardington
Bakugan: Battle Brawlers: Temporada 2: R is For Revenge,2013-12-04,2013,12,December,4,Wednesday,Bakugan,Battle Brawlers: Temporada 2: R is For Revenge
Bakugan: Battle Brawlers: Temporada 2: Here's Mud In Your Eye,2013-12-04,2013,12,December,4,Wednesday,Bakugan,Battle Brawlers: Temporada 2: Here's Mud In Your Eye
Bakugan: Battle Brawlers: Temporada 2: It's a Long Shot,2013-12-03,2013,12,December,3,Tuesday,Bakugan,Battle Brawlers: Temporada 2: It's a Long Shot
Bakugan: Battle Brawlers: Temporada 2: Next Stop Naga-Ville,2013-12-03,2013,12,December,3,Tuesday,Bakugan,Battle Brawlers: Temporada 2: Next Stop Naga-Ville
Bakugan: Battle Brawlers: Temporada 2: Show Me What You've Got,2013-12-03,2013,12,December,3,Tuesday,Bakugan,Battle Brawlers: Temporada 2: Show Me What You've Got
Bakugan: Battle Brawlers: Temporada 2: Dan's Last Stand,2013-12-03,2013,12,December,3,Tuesday,Bakugan,Battle Brawlers: Temporada 2: Dan's Last Stand
Bakugan: Battle Brawlers: Temporada 1: Drago's on Fire!,2013-12-03,2013,12,December,3,Tuesday,Bakugan,Battle Brawlers: Temporada 1: Drago's on Fire!
Bakugan: Battle Brawlers: Temporada 1: Evolution Revolution,2013-12-03,2013,12,December,3,Tuesday,Bakugan,Battle Brawlers: Temporada 1: Evolution Revolution
Bakugan: Battle Brawlers: Temporada 2: Behind the Mask of Masquerade,2013-12-02,2013,12,December,2,Monday,Bakugan,Battle Brawlers: Temporada 2: Behind the Mask of Masquerade
Bakugan: Battle Brawlers: Temporada 2: Masquerade Unmasked,2013-12-02,2013,12,December,2,Monday,Bakugan,Battle Brawlers: Temporada 2: Masquerade Unmasked
Bakugan: Battle Brawlers: Temporada 1: Trust Me,2013-12-02,2013,12,December,2,Monday,Bakugan,Battle Brawlers: Temporada 1: Trust Me
Bakugan: Battle Brawlers: Temporada 2: A Place Far from Home,2013-12-02,2013,12,December,2,Monday,Bakugan,Battle Brawlers: Temporada 2: A Place Far from Home
Bakugan: Battle Brawlers: Temporada 2: I Am Marucho Hear Me Roar,2013-12-02,2013,12,December,2,Monday,Bakugan,Battle Brawlers: Temporada 2: I Am Marucho Hear Me Roar
Bakugan: Battle Brawlers: Temporada 1: Bakugan the Battle Begins,2013-12-02,2013,12,December,2,Monday,Bakugan,Battle Brawlers: Temporada 1: Bakugan the Battle Begins
Bakugan: Battle Brawlers: Temporada 2: Game Over,2013-12-01,2013,12,December,1,Sunday,Bakugan,Battle Brawlers: Temporada 2: Game Over
Bakugan: Battle Brawlers: Temporada 2: The Final Brawl,2013-12-01,2013,12,December,1,Sunday,Bakugan,Battle Brawlers: Temporada 2: The Final Brawl
Bakugan: Battle Brawlers: Temporada 2: The One Hit Wonders,2013-12-01,2013,12,December,1,Sunday,Bakugan,Battle Brawlers: Temporada 2: The One Hit Wonders
Bakugan: Battle Brawlers: Temporada 2: Ground Control to Major Dan,2013-12-01,2013,12,December,1,Sunday,Bakugan,Battle Brawlers: Temporada 2: Ground Control to Major Dan
Bakugan: Battle Brawlers: Temporada 2: The Race to Vestroia,2013-11-30,2013,11,November,30,Saturday,Bakugan,Battle Brawlers: Temporada 2: The Race to Vestroia
Bakugan: Battle Brawlers: Temporada 2: Home Sweet Home,2013-11-30,2013,11,November,30,Saturday,Bakugan,Battle Brawlers: Temporada 2: Home Sweet Home
"Bakugan: Battle Brawlers: Temporada 2: You're Going Down, Clown",2013-11-30,2013,11,November,30,Saturday,Bakugan,"Battle Brawlers: Temporada 2: You're Going Down, Clown"
"Bakugan: Battle Brawlers: Temporada 2: Play Nice, Runo",2013-11-30,2013,11,November,30,Saturday,Bakugan,"Battle Brawlers: Temporada 2: Play Nice, Runo"
Bakugan: Battle Brawlers: Temporada 2: Nightmare in Doomsville,2013-11-30,2013,11,November,30,Saturday,Bakugan,Battle Brawlers: Temporada 2: Nightmare in Doomsville
Bakugan: Battle Brawlers: Temporada 2: The Brawler's Last Stand,2013-11-30,2013,11,November,30,Saturday,Bakugan,Battle Brawlers: Temporada 2: The Brawler's Last Stand
Bakugan: Battle Brawlers: Temporada 2: Show Down,2013-11-30,2013,11,November,30,Saturday,Bakugan,Battle Brawlers: Temporada 2: Show Down
Bakugan: Battle Brawlers: Temporada 1: Doom Dimension or Bust!,2013-11-30,2013,11,November,30,Saturday,Bakugan,Battle Brawlers: Temporada 1: Doom Dimension or Bust!
Bakugan: Battle Brawlers: Temporada 1: The Secret of Success,2013-11-30,2013,11,November,30,Saturday,Bakugan,Battle Brawlers: Temporada 1: The Secret of Success
Bakugan: Battle Brawlers: Temporada 1: Say It Ain't So Joe!,2013-11-30,2013,11,November,30,Saturday,Bakugan,Battle Brawlers: Temporada 1: Say It Ain't So Joe!
Bakugan: Battle Brawlers: Temporada 1: My Good Friend,2013-11-28,2013,11,November,28,Thursday,Bakugan,Battle Brawlers: Temporada 1: My Good Friend
Bakugan: Battle Brawlers: Temporada 1: A Little Help from My Friends,2013-11-28,2013,11,November,28,Thursday,Bakugan,Battle Brawlers: Temporada 1: A Little Help from My Friends
Bakugan: Battle Brawlers: Temporada 1: Julie Plays,2013-11-28,2013,11,November,28,Thursday,Bakugan,Battle Brawlers: Temporada 1: Julie Plays
Bakugan: Battle Brawlers: Temporada 1: Los mejores amigos,2013-11-28,2013,11,November,28,Thursday,Bakugan,Battle Brawlers: Temporada 1: Los mejores amigos
"Bakugan: Battle Brawlers: Temporada 1: No Guts, No Glory",2013-11-28,2013,11,November,28,Thursday,Bakugan,"Battle Brawlers: Temporada 1: No Guts, No Glory"
Bakugan: Battle Brawlers: Temporada 1: Duel in the Desert,2013-11-27,2013,11,November,27,Wednesday,Bakugan,Battle Brawlers: Temporada 1: Duel in the Desert
Bakugan: Battle Brawlers: Temporada 1: The Story of Vestroia,2013-11-27,2013,11,November,27,Wednesday,Bakugan,Battle Brawlers: Temporada 1: The Story of Vestroia
Bakugan: Battle Brawlers: Temporada 1: Just for the Shun of It,2013-11-27,2013,11,November,27,Wednesday,Bakugan,Battle Brawlers: Temporada 1: Just for the Shun of It
Bakugan: Battle Brawlers: Temporada 1: Evasión Bakugan,2013-11-27,2013,11,November,27,Wednesday,Bakugan,Battle Brawlers: Temporada 1: Evasión Bakugan
Bakugan: Battle Brawlers: Temporada 1: Grandpa's Got a Brand New Bakugan,2013-11-27,2013,11,November,27,Wednesday,Bakugan,Battle Brawlers: Temporada 1: Grandpa's Got a Brand New Bakugan
Bakugan: Battle Brawlers: Temporada 1: A Perfect Match,2013-11-27,2013,11,November,27,Wednesday,Bakugan,Battle Brawlers: Temporada 1: A Perfect Match
Bakugan: Battle Brawlers: Temporada 1: Fight or flight,2013-11-27,2013,11,November,27,Wednesday,Bakugan,Battle Brawlers: Temporada 1: Fight or flight
Bakugan: Battle Brawlers: Temporada 1: Girls Just Wanna Have Fun,2013-11-27,2013,11,November,27,Wednesday,Bakugan,Battle Brawlers: Temporada 1: Girls Just Wanna Have Fun
Bakugan: Battle Brawlers: Temporada 1: Bakugan Idol,2013-11-27,2013,11,November,27,Wednesday,Bakugan,Battle Brawlers: Temporada 1: Bakugan Idol
Bakugan: Battle Brawlers: Temporada 1: A Combination Battle,2013-11-26,2013,11,November,26,Tuesday,Bakugan,Battle Brawlers: Temporada 1: A Combination Battle
Bakugan: Battle Brawlers: Temporada 1: Runo Rules!,2013-11-26,2013,11,November,26,Tuesday,Bakugan,Battle Brawlers: Temporada 1: Runo Rules!
Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: Tormenta,2013-11-26,2013,11,November,26,Tuesday,Avatar,La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: Tormenta
Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: El cañón de la muerte,2013-11-26,2013,11,November,26,Tuesday,Avatar,La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: El cañón de la muerte
Power Rangers Super Samurai: Temporada 1: Bajo la coraza,2013-11-26,2013,11,November,26,Tuesday,Power Rangers Super Samurai,Temporada 1: Bajo la coraza
Bakugan: Battle Brawlers: Temporada 1: Dan and Drago,2013-11-26,2013,11,November,26,Tuesday,Bakugan,Battle Brawlers: Temporada 1: Dan and Drago
Bakugan: Battle Brawlers: Temporada 1: Una contienda entre amigos,2013-11-26,2013,11,November,26,Tuesday,Bakugan,Battle Brawlers: Temporada 1: Una contienda entre amigos
Bakugan: Battle Brawlers: Temporada 1: The Masquerade Ball,2013-11-26,2013,11,November,26,Tuesday,Bakugan,Battle Brawlers: Temporada 1: The Masquerade Ball
Power Rangers Turbo: Temporada 1: Shift into Turbo: Part 1,2013-11-26,2013,11,November,26,Tuesday,Power Rangers Turbo,Temporada 1: Shift into Turbo: Part 1
Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: El rey de Omashu,2013-11-26,2013,11,November,26,Tuesday,Avatar,La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: El rey de Omashu
Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: El desertor,2013-11-26,2013,11,November,26,Tuesday,Avatar,La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: El desertor
Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: Los guerreros de Kyoshi,2013-11-25,2013,11,November,25,Monday,Avatar,La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: Los guerreros de Kyoshi
Meteoro: La película,2013-11-25,2013,11,November,25,Monday,Meteoro,La película
Mister Maker: Temporada 1: Capítulo 1,2013-11-24,2013,11,November,24,Sunday,Mister Maker,Temporada 1: Capítulo 1
Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: The Day of the Black Sun: Parte 2,2013-11-24,2013,11,November,24,Sunday,Avatar,La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: The Day of the Black Sun: Parte 2
Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: La titiritera,2013-11-24,2013,11,November,24,Sunday,Avatar,La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: La titiritera
Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: La dama pintada,2013-11-23,2013,11,November,23,Saturday,Avatar,La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: La dama pintada
Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: La encrucijada del destino,2013-11-23,2013,11,November,23,Saturday,Avatar,La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: La encrucijada del destino
Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: El gurú,2013-11-23,2013,11,November,23,Saturday,Avatar,La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: El gurú
Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: El rey de la Tierra,2013-11-23,2013,11,November,23,Saturday,Avatar,La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: El rey de la Tierra
Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: La odisea de Appa,2013-11-23,2013,11,November,23,Saturday,Avatar,La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: La odisea de Appa
Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: Aventuras en Ba Sing Se,2013-11-23,2013,11,November,23,Saturday,Avatar,La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: Aventuras en Ba Sing Se
Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: La ciudad de muros y secretos,2013-11-22,2013,11,November,22,Friday,Avatar,La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: La ciudad de muros y secretos
Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: Journey to Ba Sing Se: Part 2: The Drill,2013-11-22,2013,11,November,22,Friday,Avatar,La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: Journey to Ba Sing Se: Part 2: The Drill
Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: Journey to Ba Sing Se: Part 1: The Serpent's Pass,2013-11-22,2013,11,November,22,Friday,Avatar,La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: Journey to Ba Sing Se: Part 1: The Serpent's Pass
Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: El desierto,2013-11-22,2013,11,November,22,Friday,Avatar,La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: El desierto
Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: La biblioteca,2013-11-22,2013,11,November,22,Friday,Avatar,La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: La biblioteca
Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: El pantano,2013-11-22,2013,11,November,22,Friday,Avatar,La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: El pantano
Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: El regreso a Omashu,2013-11-21,2013,11,November,21,Thursday,Avatar,La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: El regreso a Omashu
Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: La cueva de los Dos enamorados,2013-11-21,2013,11,November,21,Thursday,Avatar,La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: La cueva de los Dos enamorados
Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: El estado avatar,2013-11-21,2013,11,November,21,Thursday,Avatar,La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: El estado avatar
Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: El trono del Norte: Primera parte,2013-11-21,2013,11,November,21,Thursday,Avatar,La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: El trono del Norte: Primera parte
Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: El maestro del Agua control,2013-11-20,2013,11,November,20,Wednesday,Avatar,La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: El maestro del Agua control
Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: Bato de la tribu Agua,2013-11-20,2013,11,November,20,Wednesday,Avatar,La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: Bato de la tribu Agua
Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: Predicciones,2013-11-20,2013,11,November,20,Wednesday,Avatar,La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: Predicciones
Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: El espíritu azul,2013-11-20,2013,11,November,20,Wednesday,Avatar,La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: El espíritu azul
Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: Jet,2013-11-20,2013,11,November,20,Wednesday,Avatar,La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: Jet
Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: El pergamino de los maestros Agua,2013-11-19,2013,11,November,19,Tuesday,Avatar,La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: El pergamino de los maestros Agua
Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: Solsticio de invierno: Parte 2: El Avatar Roku,2013-11-19,2013,11,November,19,Tuesday,Avatar,La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: Solsticio de invierno: Parte 2: El Avatar Roku
Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: Solsticio de invierno: Parte 1: El mundo de los espíritus,2013-11-19,2013,11,November,19,Tuesday,Avatar,La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: Solsticio de invierno: Parte 1: El mundo de los espíritus
Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: Prisioneros,2013-11-19,2013,11,November,19,Tuesday,Avatar,La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: Prisioneros
Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: El templo del Aire del Sur,2013-11-19,2013,11,November,19,Tuesday,Avatar,La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: El templo del Aire del Sur
Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: El Avatar regresa,2013-11-19,2013,11,November,19,Tuesday,Avatar,La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: El Avatar regresa
Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: El niño en el iceberg,2013-11-19,2013,11,November,19,Tuesday,Avatar,La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: El niño en el iceberg
Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: El trono del Norte: Segunda parte,2013-11-19,2013,11,November,19,Tuesday,Avatar,La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: El trono del Norte: Segunda parte
Speed Racer: The Next Generation: Temporada 1: Top Car,2013-11-19,2013,11,November,19,Tuesday,Speed Racer,The Next Generation: Temporada 1: Top Car
Speed Racer: The Next Generation: Temporada 1: The Fast Track: Parte 2,2013-11-19,2013,11,November,19,Tuesday,Speed Racer,The Next Generation: Temporada 1: The Fast Track: Parte 2
Speed Racer: The Next Generation: Temporada 1: The Fast Track: Parte 3,2013-11-19,2013,11,November,19,Tuesday,Speed Racer,The Next Generation: Temporada 1: The Fast Track: Parte 3
Speed Racer: The Next Generation: Temporada 1: Be Cruel to Your School,2013-11-19,2013,11,November,19,Tuesday,Speed Racer,The Next Generation: Temporada 1: Be Cruel to Your School
Speed Racer: The Next Generation: Temporada 1: Video Essay: Clip Show 1,2013-11-19,2013,11,November,19,Tuesday,Speed Racer,The Next Generation: Temporada 1: Video Essay: Clip Show 1
Speed Racer: The Next Generation: Temporada 1: The Dance,2013-11-19,2013,11,November,19,Tuesday,Speed Racer,The Next Generation: Temporada 1: The Dance
Speed Racer: The Next Generation: Temporada 1: Honor Code,2013-11-19,2013,11,November,19,Tuesday,Speed Racer,The Next Generation: Temporada 1: Honor Code
Speed Racer: The Next Generation: Temporada 1: The Great Escape: Parte 3,2013-11-19,2013,11,November,19,Tuesday,Speed Racer,The Next Generation: Temporada 1: The Great Escape: Parte 3
Speed Racer: The Next Generation: Temporada 1: Plot for Teacher,2013-11-19,2013,11,November,19,Tuesday,Speed Racer,The Next Generation: Temporada 1: Plot for Teacher
Speed Racer: The Next Generation: Temporada 1: Comet Run: Parte 1,2013-11-19,2013,11,November,19,Tuesday,Speed Racer,The Next Generation: Temporada 1: Comet Run: Parte 1
Speed Racer: The Next Generation: Temporada 1: The Fast Track: Parte 1,2013-11-18,2013,11,November,18,Monday,Speed Racer,The Next Generation: Temporada 1: The Fast Track: Parte 1
Speed Racer: The Next Generation: Temporada 1: The Note,2013-11-18,2013,11,November,18,Monday,Speed Racer,The Next Generation: Temporada 1: The Note
Speed Racer: The Next Generation: Temporada 1: Low Price of Fame,2013-11-18,2013,11,November,18,Monday,Speed Racer,The Next Generation: Temporada 1: Low Price of Fame
Speed Racer: The Next Generation: Temporada 1: This Is Speed Racer: Clip Show 2,2013-11-17,2013,11,November,17,Sunday,Speed Racer,The Next Generation: Temporada 1: This Is Speed Racer: Clip Show 2
Speed Racer: The Next Generation: Temporada 1: Secrets of the Engine: Parte 2,2013-11-17,2013,11,November,17,Sunday,Speed Racer,The Next Generation: Temporada 1: Secrets of the Engine: Parte 2
Speed Racer: The Next Generation: Temporada 1: Secrets of the Engine: Parte 1,2013-11-17,2013,11,November,17,Sunday,Speed Racer,The Next Generation: Temporada 1: Secrets of the Engine: Parte 1
Speed Racer: The Next Generation: Temporada 1: Comet Run: Parte 2,2013-11-17,2013,11,November,17,Sunday,Speed Racer,The Next Generation: Temporada 1: Comet Run: Parte 2
Speed Racer: The Next Generation: Temporada 1: The Great Escape: Parte 1,2013-11-17,2013,11,November,17,Sunday,Speed Racer,The Next Generation: Temporada 1: The Great Escape: Parte 1
Speed Racer: The Next Generation: Temporada 1: Money Problems,2013-11-17,2013,11,November,17,Sunday,Speed Racer,The Next Generation: Temporada 1: Money Problems
Speed Racer: The Next Generation: Temporada 1: Comet Run: Parte 3,2013-11-17,2013,11,November,17,Sunday,Speed Racer,The Next Generation: Temporada 1: Comet Run: Parte 3
The Avengers: Earth's Mightiest Heroes: Temporada 1: El hombre en el hormiguero,2013-11-15,2013,11,November,15,Friday,The Avengers,Earth's Mightiest Heroes: Temporada 1: El hombre en el hormiguero
"The Avengers: Earth's Mightiest Heroes: Temporada 1: Thor, el poderoso",2013-11-15,2013,11,November,15,Friday,The Avengers,"Earth's Mightiest Heroes: Temporada 1: Thor, el poderoso"
